SAMPLEID,PROJECTCOD,SAMPLETYPE,X,Y,Z,ZONE,AnomalyID,StmNo,As_40PNB_p,Co_40PNB_p,Cu_40PNB_p,Cu_40U6D_p,Ni_40PNB_p,Pb_40PNB_p,Sn_40ZZZ_p,Zn_40PNB_p,DLAT_2020,DLONG_2020
PM404436,KIMBERLEY,STMSD,311322,7912750,0,AMG84-52,,3,-9999,-9999,-5,-0.5,-10,-10,-9999,-10,-18.86,127.21
PM404437,KIMBERLEY,STMSD,312600,7912886,0,AMG84-52,,1,-9999,-9999,-5,-0.5,6,-10,-9999,-10,-18.86,127.22
PM404438,KIMBERLEY,STMSD,313960,7912736,0,AMG84-52,,1,-9999,-9999,-5,-0.5,6,-10,-9999,-10,-18.86,127.23
PM404439,KIMBERLEY,STMSD,311976,7911752,0,AMG84-52,,3,-9999,-9999,-5,-0.5,-10,-10,-9999,-10,-18.87,127.21
PM404440,KIMBERLEY,STMSD,313363,7911360,0,AMG84-52,,3,-9999,-9999,-5,-0.5,-10,-10,-9999,-10,-18.87,127.22
PM404441,KIMBERLEY,STMSD,314268,7910854,0,AMG84-52,,1,-9999,-9999,10,-0.5,-10,-10,-9999,-10,-18.88,127.23
PM404442,KIMBERLEY,STMSD,314138,7910524,0,AMG84-52,,3,-9999,-9999,-5,-0.5,-10,-10,-9999,-10,-18.88,127.23
PM404443,KIMBERLEY,STMSD,314279,7910204,0,AMG84-52,,2,-9999,-9999,-5,-0.5,-10,-10,-9999,-10,-18.89,127.23
PM404444,KIMBERLEY,STMSD,314224,7909943,0,AMG84-52,,2,-9999,-9999,-5,-0.5,-10,-10,-9999,-10,-18.89,127.23
PM404445,KIMBERLEY,STMSD,310098,7912525,0,AMG84-52,,4,-9999,-9999,20,-0.5,-10,-10,-9999,-10,-18.86,127.19
PM404446,KIMBERLEY,STMSD,309947,7912306,0,AMG84-52,,2,-9999,-9999,-5,-0.5,-10,-10,-9999,-10,-18.87,127.19
PM404447,KIMBERLEY,STMSD,309960,7912085,0,AMG84-52,,2,-9999,-9999,-5,-0.5,-10,-10,-9999,-10,-18.87,127.19
PM404448,KIMBERLEY,STMSD,311035,7911246,0,AMG84-52,,2,-9999,-9999,-5,-0.5,13,-10,-9999,-10,-18.88,127.2
PM404449,KIMBERLEY,STMSD,311165,7910192,0,AMG84-52,,2,-9999,-9999,10,-0.5,6,-10,-9999,-10,-18.89,127.2
PM404450,KIMBERLEY,STMSD,310829,7910377,0,AMG84-52,,1,-9999,-9999,10,-0.5,6,-10,-9999,-10,-18.88,127.2
PM404451,KIMBERLEY,STMSD,309399,7912786,0,AMG84-52,,1,-9999,-9999,-5,-0.5,-10,-10,-9999,-10,-18.86,127.19
PM404452,KIMBERLEY,STMSD,307638,7912595,0,AMG84-52,,2,-9999,-9999,-5,-0.5,-10,-10,-9999,-10,-18.86,127.17
PM404453,KIMBERLEY,STMSD,308493,7912877,0,AMG84-52,,4,-9999,-9999,-5,-0.5,-10,-10,-9999,-10,-18.86,127.18
PM404454,KIMBERLEY,STMSD,310035,7913549,0,AMG84-52,,1,-9999,-9999,-5,-0.5,-10,-10,-9999,-10,-18.85,127.19
PM404455,KIMBERLEY,STMSD,306846,7913133,0,AMG84-52,,4,-9999,-9999,-5,-0.5,-10,-10,-9999,-10,-18.86,127.16
PM404456,KIMBERLEY,STMSD,306936,7913402,0,AMG84-52,,2,-9999,-9999,-5,-0.5,-10,-10,-9999,-10,-18.86,127.16
PM404457,KIMBERLEY,STMSD,307282,7913631,0,AMG84-52,,1,-9999,-9999,-5,-0.5,-10,-10,-9999,-10,-18.85,127.17
PM404458,KIMBERLEY,STMSD,307424,7913396,0,AMG84-52,,1,-9999,-9999,-5,-0.5,-10,-10,-9999,-10,-18.86,127.17
PM404459,KIMBERLEY,STMSD,308594,7913955,0,AMG84-52,,1,-9999,-9999,-5,-0.5,-10,-10,-9999,-10,-18.85,127.18
PM404460,KIMBERLEY,STMSD,308745,7913779,0,AMG84-52,SE209169,1,-9999,-9999,30,-0.5,25,-10,-9999,-10,-18.85,127.18
PM404461,KIMBERLEY,STMSD,308335,7915083,0,AMG84-52,,1,-9999,-9999,10,-0.5,19,-10,-9999,-10,-18.84,127.18
PM404462,KIMBERLEY,STMSD,306051,7913516,0,AMG84-52,,4,-9999,-9999,10,-0.5,6,-10,-9999,-10,-18.85,127.16
PM404463,KIMBERLEY,STMSD,305770,7913352,0,AMG84-52,,4,-9999,-9999,10,-0.5,-10,-10,-9999,-10,-18.86,127.15
PM404464,KIMBERLEY,STMSD,305691,7912308,0,AMG84-52,,4,-9999,-9999,10,-0.5,-10,-10,-9999,-10,-18.87,127.15
PM404465,KIMBERLEY,STMSD,305491,7912433,0,AMG84-52,,1,-9999,-9999,10,-0.5,13,-10,-9999,-10,-18.86,127.15
PM404466,KIMBERLEY,STMSD,304660,7911794,0,AMG84-52,SE209170,1,-9999,-9999,15,-0.5,25,-10,-9999,-10,-18.87,127.14
PM404467,KIMBERLEY,STMSD,305519,7910946,0,AMG84-52,,4,-9999,-9999,10,-0.5,6,-10,-9999,-10,-18.88,127.15
PM404468,KIMBERLEY,STMSD,305759,7910759,0,AMG84-52,,1,-9999,-9999,10,-0.5,6,-10,-9999,-10,-18.88,127.15
PM404469,KIMBERLEY,STMSD,305878,7911010,0,AMG84-52,,2,-9999,-9999,15,-0.5,6,-10,-9999,-10,-18.88,127.15
PM404470,KIMBERLEY,STMSD,306880,7910336,0,AMG84-52,,1,-9999,-9999,-5,-0.5,-10,-10,-9999,-10,-18.88,127.16
PM404471,KIMBERLEY,STMSD,307035,7910610,0,AMG84-52,,1,-9999,-9999,-5,-0.5,6,-10,-9999,-10,-18.88,127.16
PM404472,KIMBERLEY,STMSD,304883,7910448,0,AMG84-52,,1,-9999,-9999,10,-0.5,13,-10,-9999,-10,-18.88,127.14
PM404473,KIMBERLEY,STMSD,303645,7910249,0,AMG84-52,,1,-9999,-9999,10,-0.5,13,-10,-9999,-10,-18.88,127.13
PM404474,KIMBERLEY,STMSD,304519,7914374,0,AMG84-52,,4,-9999,-9999,15,-0.5,6,-10,-9999,-10,-18.85,127.14
PM404475,KIMBERLEY,STMSD,304298,7914355,0,AMG84-52,,2,-9999,-9999,15,-0.5,6,-10,-9999,-10,-18.85,127.14
PM404476,KIMBERLEY,STMSD,304146,7913861,0,AMG84-52,SE209170,1,-9999,-9999,15,-0.5,25,-10,-9999,-10,-18.85,127.14
PM404477,KIMBERLEY,STMSD,303728,7913732,0,AMG84-52,,1,-9999,-9999,10,-0.5,6,-10,-9999,-10,-18.85,127.13
PM404478,KIMBERLEY,STMSD,302896,7912563,0,AMG84-52,SE209170,1,-9999,-9999,50,-0.5,13,-10,-9999,-10,-18.86,127.13
PM404479,KIMBERLEY,STMSD,304587,7915273,0,AMG84-52,,2,-9999,-9999,10,-0.5,6,-10,-9999,-10,-18.84,127.14
PM404480,KIMBERLEY,STMSD,303740,7915361,0,AMG84-52,,1,-9999,-9999,10,-0.5,-10,-10,-9999,-10,-18.84,127.13
PM404481,KIMBERLEY,STMSD,305443,7914981,0,AMG84-52,,1,-9999,-9999,10,-0.5,13,-10,-9999,-10,-18.84,127.15
PM404482,KIMBERLEY,STMSD,307130,7915322,0,AMG84-52,,1,-9999,-9999,10,-0.5,-10,-10,-9999,-10,-18.84,127.17
PM404483,KIMBERLEY,STMSD,305523,7916509,0,AMG84-52,,1,-9999,-9999,10,-0.5,13,-10,-9999,-10,-18.83,127.15
PM404484,KIMBERLEY,STMSD,303719,7915412,0,AMG84-52,,4,-9999,-9999,15,-0.5,6,-10,-9999,-10,-18.84,127.13
PM404485,KIMBERLEY,STMSD,303751,7915045,0,AMG84-52,,1,-9999,-9999,10,-0.5,6,-10,-9999,-10,-18.84,127.13
PM404486,KIMBERLEY,STMSD,303116,7915356,0,AMG84-52,,1,-9999,-9999,10,-0.5,6,-10,-9999,-10,-18.84,127.13
PM404487,KIMBERLEY,STMSD,303947,7916650,0,AMG84-52,,1,-9999,-9999,10,-0.5,13,-10,-9999,-10,-18.83,127.14
PM404488,KIMBERLEY,STMSD,304169,7916554,0,AMG84-52,,1,-9999,-9999,10,-0.5,19,-10,-9999,-10,-18.83,127.14
PM404489,KIMBERLEY,STMSD,305264,7917243,0,AMG84-52,,1,-9999,-9999,15,-0.5,19,-10,-9999,-10,-18.82,127.15
PM404490,KIMBERLEY,STMSD,303927,7918111,0,AMG84-52,,1,-9999,-9999,10,-0.5,13,-10,-9999,-10,-18.81,127.14
PM404491,KIMBERLEY,STMSD,302862,7917674,0,AMG84-52,,1,-9999,-9999,15,-0.5,19,-10,-9999,-10,-18.82,127.13
PM404492,KIMBERLEY,STMSD,302157,7916931,0,AMG84-52,,1,-9999,-9999,15,-0.5,13,-10,-9999,-10,-18.82,127.12
PM404493,KIMBERLEY,STMSD,302114,7916694,0,AMG84-52,,4,-9999,-9999,15,-0.5,13,-10,-9999,-10,-18.83,127.12
PM404494,KIMBERLEY,STMSD,300583,7915307,0,AMG84-52,SE209171,1,-9999,-9999,30,-0.5,25,-10,-9999,-10,-18.84,127.1
PM404495,KIMBERLEY,STMSD,300160,7913799,0,AMG84-52,,1,-9999,-9999,15,-0.5,6,-10,-9999,-10,-18.85,127.1
PM404496,KIMBERLEY,STMSD,300538,7912916,0,AMG84-52,,1,-9999,-9999,10,-0.5,6,-10,-9999,-10,-18.86,127.1
PM404497,KIMBERLEY,STMSD,299554,7912044,0,AMG84-52,,2,-9999,-9999,30,-0.5,19,-10,-9999,-10,-18.87,127.09
PM404498,KIMBERLEY,STMSD,300239,7910599,0,AMG84-52,,2,-9999,-9999,15,-0.5,19,-10,-9999,-10,-18.88,127.1
PM404499,KIMBERLEY,STMSD,298431,7912831,0,AMG84-52,,2,-9999,-9999,15,-0.5,-10,-10,-9999,-10,-18.86,127.08
PM404500,KIMBERLEY,STMSD,298279,7912527,0,AMG84-52,SE209172,1,-9999,-9999,15,-0.5,25,-10,-9999,-10,-18.86,127.08
PM404501,KIMBERLEY,STMSD,298518,7911330,0,AMG84-52,SE209172,1,-9999,-9999,15,-0.5,25,-10,-9999,-10,-18.87,127.08
PM404502,KIMBERLEY,STMSD,297872,7913287,0,AMG84-52,,2,-9999,-9999,15,-0.5,-10,-10,-9999,-10,-18.86,127.08
PM404503,KIMBERLEY,STMSD,297618,7913295,0,AMG84-52,SE209172,4,-9999,-9999,15,-0.5,25,-10,-9999,-10,-18.86,127.08
PM404504,KIMBERLEY,STMSD,298229,7914525,0,AMG84-52,,4,-9999,-9999,15,-0.5,13,-10,-9999,-10,-18.84,127.08
PM404505,KIMBERLEY,STMSD,297107,7912678,0,AMG84-52,,4,-9999,-9999,15,-0.5,19,-10,-9999,-10,-18.86,127.07
PM404506,KIMBERLEY,STMSD,296723,7911871,0,AMG84-52,,1,-9999,-9999,15,-0.5,19,-10,-9999,-10,-18.87,127.07
PM404507,KIMBERLEY,STMSD,296473,7911800,0,AMG84-52,,4,-9999,-9999,15,-0.5,19,-10,-9999,-10,-18.87,127.06
PM404508,KIMBERLEY,STMSD,297243,7910899,0,AMG84-52,SE209172,1,-9999,-9999,15,-0.5,25,-10,-9999,-10,-18.88,127.07
PM404509,KIMBERLEY,STMSD,296397,7911256,0,AMG84-52,,3,-9999,-9999,15,-0.5,19,-10,-9999,-10,-18.87,127.06
PM404510,KIMBERLEY,STMSD,296156,7911368,0,AMG84-52,SE209172,3,-9999,-9999,10,-0.5,25,-10,-9999,-10,-18.87,127.06
PM404511,KIMBERLEY,STMSD,296578,7909813,0,AMG84-52,SE209173,2,-9999,-9999,15,-0.5,13,-10,-9999,-10,-18.89,127.07
PM404512,KIMBERLEY,STMSD,296454,7909692,0,AMG84-52,,2,-9999,-9999,15,-0.5,6,-10,-9999,-10,-18.89,127.06
PM404513,KIMBERLEY,STMSD,297909,7909005,0,AMG84-52,,1,-9999,-9999,15,-0.5,13,-10,-9999,-10,-18.89,127.08
PM404514,KIMBERLEY,STMSD,297659,7908998,0,AMG84-52,SE209173,2,-9999,-9999,40,-0.5,13,-10,-9999,-10,-18.89,127.08
PM404515,KIMBERLEY,STMSD,298500,7908972,0,AMG84-52,SE209173,1,-9999,-9999,40,-0.5,25,-10,-9999,-10,-18.9,127.08
PM404516,KIMBERLEY,STMSD,299138,7908830,0,AMG84-52,SE209173,1,-9999,-9999,40,1,19,-10,-9999,-10,-18.9,127.09
PM404517,KIMBERLEY,STMSD,298775,7908117,0,AMG84-52,SE209173,2,-9999,-9999,40,-0.5,13,-10,-9999,-10,-18.9,127.09
PM404518,KIMBERLEY,STMSD,296664,7909231,0,AMG84-52,,1,-9999,-9999,15,-0.5,6,-10,-9999,-10,-18.89,127.07
PM404519,KIMBERLEY,STMSD,296455,7909107,0,AMG84-52,,2,-9999,-9999,15,-0.5,6,-10,-9999,-10,-18.89,127.06
PM404520,KIMBERLEY,STMSD,296882,7908286,0,AMG84-52,,1,-9999,-9999,20,-0.5,-10,-10,-9999,-10,-18.9,127.07
PM404521,KIMBERLEY,STMSD,296051,7908387,0,AMG84-52,,2,-9999,-9999,15,-0.5,-10,-10,-9999,-10,-18.9,127.06
PM404522,KIMBERLEY,STMSD,295884,7910808,0,AMG84-52,SE209174,2,-9999,-9999,50,-0.5,31,-10,-9999,-10,-18.88,127.06
PM404523,KIMBERLEY,STMSD,295803,7911054,0,AMG84-52,SE209174,2,-9999,-9999,40,-0.5,25,-10,-9999,-10,-18.88,127.06
PM404524,KIMBERLEY,STMSD,295244,7909856,0,AMG84-52,,2,-9999,-9999,15,-0.5,13,-10,-9999,-10,-18.89,127.05
PM404525,KIMBERLEY,STMSD,294133,7908557,0,AMG84-52,,1,-9999,-9999,15,-0.5,13,-10,-9999,-10,-18.9,127.04
PM404526,KIMBERLEY,STMSD,294052,7909593,0,AMG84-52,SE209174,1,-9999,-9999,75,1,38,-10,-9999,-10,-18.89,127.04
PM404527,KIMBERLEY,STMSD,294847,7910280,0,AMG84-52,SE209174,1,-9999,-9999,75,-0.5,38,-10,-9999,-10,-18.88,127.05
PM404528,KIMBERLEY,STMSD,292362,7910617,0,AMG84-52,,1,-9999,-9999,10,-0.5,6,-10,-9999,-10,-18.88,127.03
PM404529,KIMBERLEY,STMSD,292387,7910280,0,AMG84-52,,1,-9999,-9999,10,-0.5,13,-10,-9999,-10,-18.88,127.03
PM404530,KIMBERLEY,STMSD,290707,7910493,0,AMG84-52,,2,-9999,-9999,20,-0.5,13,-10,-9999,-10,-18.88,127.01
PM404536,KIMBERLEY,STMSD,290871,7908899,0,AMG84-52,,1,-9999,-9999,20,-0.5,13,-10,-9999,-10,-18.89,127.01
PM404583,KIMBERLEY,STMSD,314038,7898639,0,AMG84-52,,2,-9999,-9999,15,-0.5,-10,-10,-9999,-10,-18.99,127.23
PM404584,KIMBERLEY,STMSD,314301,7898490,0,AMG84-52,,1,-9999,-9999,15,-0.5,-10,-10,-9999,-10,-18.99,127.23
PM404617,KIMBERLEY,STMSD,309214,7898773,0,AMG84-52,,1,-9999,-9999,10,0,6,-10,-9999,-10,-18.99,127.18
PM404618,KIMBERLEY,STMSD,309251,7898471,0,AMG84-52,,2,-9999,-9999,10,0,13,-10,-9999,-10,-18.99,127.18
PM404619,KIMBERLEY,STMSD,310242,7898383,0,AMG84-52,,2,-9999,-9999,10,0,6,-10,-9999,-10,-18.99,127.19
PM404620,KIMBERLEY,STMSD,311059,7899358,0,AMG84-52,,1,-9999,-9999,10,0,6,-10,-9999,-10,-18.98,127.2
PM404621,KIMBERLEY,STMSD,311181,7899134,0,AMG84-52,,1,-9999,-9999,10,0,6,-10,-9999,-10,-18.99,127.2
PM404622,KIMBERLEY,STMSD,309951,7899559,0,AMG84-52,,1,-9999,-9999,10,0,6,-10,-9999,-10,-18.98,127.19
PM404623,KIMBERLEY,STMSD,306899,7898313,0,AMG84-52,,1,-9999,-9999,10,0,6,-10,-9999,-10,-18.99,127.16
PM404624,KIMBERLEY,STMSD,306808,7898040,0,AMG84-52,,1,-9999,-9999,10,0,6,-10,-9999,-10,-18.99,127.16
PM404628,KIMBERLEY,STMSD,306023,7898677,0,AMG84-52,,1,-9999,-9999,10,0,6,-10,-9999,-10,-18.99,127.15
PM404631,KIMBERLEY,STMSD,304454,7899048,0,AMG84-52,,2,-9999,-9999,10,0,13,-10,-9999,-10,-18.99,127.14
PM404632,KIMBERLEY,STMSD,304611,7898936,0,AMG84-52,,2,-9999,-9999,10,0,19,-10,-9999,-10,-18.99,127.14
PM404633,KIMBERLEY,STMSD,306393,7899950,0,AMG84-52,,1,-9999,-9999,10,0,19,-10,-9999,-10,-18.98,127.16
PM404634,KIMBERLEY,STMSD,306190,7900040,0,AMG84-52,,1,-9999,-9999,10,0,13,-10,-9999,-10,-18.98,127.16
PM404635,KIMBERLEY,STMSD,305804,7899413,0,AMG84-52,,1,-9999,-9999,10,0,6,-10,-9999,-10,-18.98,127.15
PM404636,KIMBERLEY,STMSD,304125,7899976,0,AMG84-52,,1,-9999,-9999,20,0,6,-10,-9999,-10,-18.98,127.14
PM404637,KIMBERLEY,STMSD,304446,7900128,0,AMG84-52,,1,-9999,-9999,10,0,6,-10,-9999,-10,-18.98,127.14
PM404638,KIMBERLEY,STMSD,298364,7900919,0,AMG84-52,SE209176,2,-9999,-9999,15,0,25,-10,-9999,-10,-18.97,127.08
PM404639,KIMBERLEY,STMSD,298366,7900624,0,AMG84-52,,1,-9999,-9999,10,0,6,-10,-9999,-10,-18.97,127.08
PM404640,KIMBERLEY,STMSD,297039,7900946,0,AMG84-52,,1,-9999,-9999,10,0,6,-10,-9999,-10,-18.97,127.07
PM404641,KIMBERLEY,STMSD,296971,7900641,0,AMG84-52,,2,-9999,-9999,10,0,19,-10,-9999,-10,-18.97,127.07
PM404642,KIMBERLEY,STMSD,297245,7898447,0,AMG84-52,,1,-9999,-9999,10,0,6,-10,-9999,-10,-18.99,127.07
PM404643,KIMBERLEY,STMSD,297522,7898416,0,AMG84-52,,2,-9999,-9999,10,0,-10,-10,-9999,-10,-18.99,127.07
PM404644,KIMBERLEY,STMSD,297414,7897585,0,AMG84-52,,0,-9999,-9999,10,0,-10,-10,-9999,-10,-19,127.07
PM404648,KIMBERLEY,STMSD,296542,7900778,0,AMG84-52,,2,-9999,-9999,10,0,19,-10,-9999,-10,-18.97,127.06
PM404649,KIMBERLEY,STMSD,296517,7900575,0,AMG84-52,,1,-9999,-9999,10,0,-10,-10,-9999,-10,-18.97,127.06
PM404650,KIMBERLEY,STMSD,295701,7901869,0,AMG84-52,SE209176,1,-9999,-9999,10,0,25,-10,-9999,-10,-18.96,127.06
PM404679,KIMBERLEY,STMSD,293627,7916292,0,AMG84-52,,1,-9999,-9999,10,0,-10,-10,-1,-10,-18.83,127.04
PM404680,KIMBERLEY,STMSD,293725,7916005,0,AMG84-52,,1,-9999,-9999,10,0,-10,-10,-1,-10,-18.83,127.04
PM404681,KIMBERLEY,STMSD,294349,7916464,0,AMG84-52,,1,-9999,-9999,10,0,-10,-10,-1,-10,-18.83,127.04
PM404682,KIMBERLEY,STMSD,294695,7916419,0,AMG84-52,,1,-9999,-9999,10,0,-10,-10,-1,-10,-18.83,127.05
PM404683,KIMBERLEY,STMSD,294678,7915735,0,AMG84-52,,1,-9999,-9999,10,0,-10,-10,-1,-10,-18.83,127.05
PM404684,KIMBERLEY,STMSD,295250,7917233,0,AMG84-52,,2,-9999,-9999,10,0,-10,-10,-1,-10,-18.82,127.05
PM404685,KIMBERLEY,STMSD,296119,7917319,0,AMG84-52,,1,-9999,-9999,10,0,-10,-10,-1,-10,-18.82,127.06
PM404686,KIMBERLEY,STMSD,295998,7918093,0,AMG84-52,,2,-9999,-9999,10,0,-10,-10,-1,-10,-18.81,127.06
PM404687,KIMBERLEY,STMSD,296188,7917964,0,AMG84-52,,1,-9999,-9999,10,0,-10,-10,-1,-10,-18.81,127.06
PM404688,KIMBERLEY,STMSD,296155,7917327,0,AMG84-52,,1,-9999,-9999,10,0,-10,-10,-1,-10,-18.82,127.06
PM404689,KIMBERLEY,STMSD,297264,7919540,0,AMG84-52,,1,-9999,-9999,10,0,-10,-10,-1,-10,-18.8,127.07
PM404690,KIMBERLEY,STMSD,298183,7920347,0,AMG84-52,,1,-9999,-9999,10,0,-10,-10,-1,-10,-18.79,127.08
PM404691,KIMBERLEY,STMSD,298803,7919297,0,AMG84-52,,1,-9999,-9999,10,0,-10,-10,-1,-10,-18.8,127.09
PM404692,KIMBERLEY,STMSD,298191,7918467,0,AMG84-52,,1,-9999,-9999,10,0,6,-10,-1,-10,-18.81,127.08
PM404693,KIMBERLEY,STMSD,298156,7918200,0,AMG84-52,,4,-9999,-9999,10,0,-10,-10,-1,-10,-18.81,127.08
PM404694,KIMBERLEY,STMSD,297624,7918219,0,AMG84-52,,4,-9999,-9999,10,0,-10,-10,-1,-10,-18.81,127.08
PM404695,KIMBERLEY,STMSD,297625,7917434,0,AMG84-52,,4,-9999,-9999,10,0,-10,-10,-1,-10,-18.82,127.08
PM404696,KIMBERLEY,STMSD,297499,7916488,0,AMG84-52,,4,-9999,-9999,10,0,-10,-10,-1,-10,-18.83,127.07
PM404697,KIMBERLEY,STMSD,297240,7916567,0,AMG84-52,,2,-9999,-9999,10,0,-10,-10,-1,-10,-18.83,127.07
PM404698,KIMBERLEY,STMSD,296678,7915994,0,AMG84-52,,2,-9999,-9999,10,0,6,-10,-1,-10,-18.83,127.07
PM404699,KIMBERLEY,STMSD,296237,7915306,0,AMG84-52,,2,-9999,-9999,10,0,-10,-10,-1,-10,-18.84,127.06
PM404700,KIMBERLEY,STMSD,296272,7914844,0,AMG84-52,,1,-9999,-9999,10,0,-10,-10,-1,-10,-18.84,127.06
PM404701,KIMBERLEY,STMSD,295991,7914684,0,AMG84-52,,2,-9999,-9999,10,0,-10,-10,-1,-10,-18.84,127.06
PM404702,KIMBERLEY,STMSD,295336,7913933,0,AMG84-52,,2,-9999,-9999,10,0,-10,-10,-1,-10,-18.85,127.05
PM404703,KIMBERLEY,STMSD,295415,7913522,0,AMG84-52,,1,-9999,-9999,10,0,-10,-10,-1,-10,-18.85,127.05
PM404704,KIMBERLEY,STMSD,295040,7913579,0,AMG84-52,,2,-9999,-9999,10,0,-10,-10,-1,-10,-18.85,127.05
PM404705,KIMBERLEY,STMSD,294858,7913413,0,AMG84-52,,1,-9999,-9999,10,0,-10,-10,-1,-10,-18.85,127.05
PM404706,KIMBERLEY,STMSD,294446,7913713,0,AMG84-52,,1,-9999,-9999,10,0,-10,-10,-1,-10,-18.85,127.05
PM404707,KIMBERLEY,STMSD,294256,7913437,0,AMG84-52,,2,-9999,-9999,10,0,-10,-10,-1,-10,-18.85,127.04
PM404708,KIMBERLEY,STMSD,293890,7912824,0,AMG84-52,,2,-9999,-9999,10,0,-10,-10,-1,-10,-18.86,127.04
PM404709,KIMBERLEY,STMSD,293653,7912582,0,AMG84-52,,1,-9999,-9999,10,0,6,-10,-1,-10,-18.86,127.04
PM404710,KIMBERLEY,STMSD,293891,7912499,0,AMG84-52,,1,-9999,-9999,10,0,6,-10,-1,-10,-18.86,127.04
PM404711,KIMBERLEY,STMSD,294215,7911905,0,AMG84-52,,1,-9999,-9999,10,0,-10,-10,-1,-10,-18.87,127.04
PM404712,KIMBERLEY,STMSD,296750,7913764,0,AMG84-52,,1,-9999,-9999,10,0,-10,-10,-1,-10,-18.85,127.07
PM404713,KIMBERLEY,STMSD,297433,7914749,0,AMG84-52,,1,-9999,-9999,10,0,-10,-10,-1,-10,-18.84,127.07
PM404714,KIMBERLEY,STMSD,298073,7915571,0,AMG84-52,,1,-9999,-9999,10,0,-10,-10,-1,-10,-18.84,127.08
PM404715,KIMBERLEY,STMSD,298377,7915699,0,AMG84-52,,4,-9999,-9999,10,0,-10,-10,-1,-10,-18.83,127.08
PM404716,KIMBERLEY,STMSD,298901,7917225,0,AMG84-52,,1,-9999,-9999,10,0,-10,-10,-1,-10,-18.82,127.09
PM404717,KIMBERLEY,STMSD,299144,7917262,0,AMG84-52,,1,-9999,-9999,10,0,-10,-10,-1,-10,-18.82,127.09
PM404718,KIMBERLEY,STMSD,298745,7917731,0,AMG84-52,,1,-9999,-9999,10,0,-10,-10,-1,-10,-18.82,127.09
PM404719,KIMBERLEY,STMSD,299086,7917896,0,AMG84-52,,4,-9999,-9999,10,0,-10,-10,-1,-10,-18.81,127.09
PM404720,KIMBERLEY,STMSD,299293,7918186,0,AMG84-52,,2,-9999,-9999,10,0,-10,-10,-1,-10,-18.81,127.09
PM404721,KIMBERLEY,STMSD,299771,7918706,0,AMG84-52,,1,-9999,-9999,10,0,-10,-10,-1,-10,-18.81,127.1
PM404722,KIMBERLEY,STMSD,299814,7919083,0,AMG84-52,,1,-9999,-9999,10,0,-10,-10,-1,-10,-18.8,127.1
PM404723,KIMBERLEY,STMSD,300602,7919805,0,AMG84-52,,1,-9999,-9999,10,0,-10,-10,-1,-10,-18.8,127.1
PM404724,KIMBERLEY,STMSD,299898,7917612,0,AMG84-52,,4,-9999,-9999,10,0,-10,-10,-1,-10,-18.82,127.1
PM404725,KIMBERLEY,STMSD,300042,7917406,0,AMG84-52,,2,-9999,-9999,10,0,6,-10,-1,-10,-18.82,127.1
PM404726,KIMBERLEY,STMSD,300855,7918062,0,AMG84-52,,4,-9999,-9999,10,0,-10,-10,-1,-10,-18.81,127.11
PM404727,KIMBERLEY,STMSD,301179,7918053,0,AMG84-52,,2,-9999,-9999,10,0,-10,-10,-1,-10,-18.81,127.11
PM404728,KIMBERLEY,STMSD,301351,7918690,0,AMG84-52,,1,-9999,-9999,10,0,-10,-10,-1,-10,-18.81,127.11
PM404729,KIMBERLEY,STMSD,301596,7918492,0,AMG84-52,,1,-9999,-9999,10,0,-10,-10,-1,-10,-18.81,127.11
PM404730,KIMBERLEY,STMSD,301972,7918255,0,AMG84-52,,1,-9999,-9999,10,0,-10,-10,-1,-10,-18.81,127.12
PM404731,KIMBERLEY,STMSD,310879,7921590,0,AMG84-52,,2,-9999,-9999,10,0,6,-10,-1,-10,-18.78,127.2
PM404732,KIMBERLEY,STMSD,311505,7922009,0,AMG84-52,,2,-9999,-9999,10,0,6,-10,-1,-10,-18.78,127.21
PM404733,KIMBERLEY,STMSD,312089,7922486,0,AMG84-52,,3,-9999,-9999,10,0,6,-10,-1,-10,-18.77,127.21
PM404734,KIMBERLEY,STMSD,312965,7922782,0,AMG84-52,,1,-9999,-9999,10,0,6,-10,-1,-10,-18.77,127.22
PM404735,KIMBERLEY,STMSD,312986,7923130,0,AMG84-52,,1,-9999,-9999,10,0,13,-10,-1,-10,-18.77,127.22
PM404736,KIMBERLEY,STMSD,313286,7923408,0,AMG84-52,,1,-9999,-9999,10,0,6,-10,-1,-10,-18.77,127.22
PM404737,KIMBERLEY,STMSD,314711,7924703,0,AMG84-52,,1,-9999,-9999,10,0,6,-10,-1,-10,-18.75,127.24
PM404738,KIMBERLEY,STMSD,314798,7924542,0,AMG84-52,,1,-9999,-9999,10,0,6,-10,-1,-10,-18.76,127.24
PM404739,KIMBERLEY,STMSD,315303,7924415,0,AMG84-52,,1,-9999,-9999,10,0,6,-10,-1,-10,-18.76,127.24
PM404740,KIMBERLEY,STMSD,318096,7924145,0,AMG84-52,,3,-9999,-9999,10,0,6,-10,-1,-10,-18.76,127.27
PM404741,KIMBERLEY,STMSD,318201,7922952,0,AMG84-52,,3,-9999,-9999,10,0,6,-10,-1,-10,-18.77,127.27
PM404742,KIMBERLEY,STMSD,318475,7921883,0,AMG84-52,,3,-9999,-9999,10,0,6,-10,-1,-10,-18.78,127.27
PM404743,KIMBERLEY,STMSD,318296,7922026,0,AMG84-52,,3,-9999,-9999,10,0,6,-10,-1,-10,-18.78,127.27
