SAMPLEID,PROJECTCOD,SAMPLETYPE,X,Y,Z,ZONE,AnomalyID,StmNo,As_40PNB_p,Co_40PNB_p,Cu_40PNB_p,Cu_40U6D_p,Ni_40PNB_p,Pb_40PNB_p,Sn_40ZZZ_p,Zn_40PNB_p,DLAT_2020,DLONG_2020
PM630498,KIMBERLEY,STMSD,418915,8136587,0,AMG84-52,,0,-9999,-9999,0,0,0,0,-9999,0,-16.85,128.24
PM630499,KIMBERLEY,STMSD,418677,8136532,0,AMG84-52,,0,-9999,-9999,0,0,0,0,-9999,0,-16.85,128.23
PM630500,KIMBERLEY,STMSD,418811,8136295,0,AMG84-52,,0,-9999,-9999,0,0,0,0,-9999,0,-16.85,128.23
PM630501,KIMBERLEY,STMSD,418527,8136300,0,AMG84-52,,0,-9999,-9999,0,0,0,0,-9999,0,-16.85,128.23
PM630502,KIMBERLEY,STMSD,418441,8136078,0,AMG84-52,,0,-9999,-9999,0,0,0,0,-9999,0,-16.85,128.23
PM630503,KIMBERLEY,STMSD,418244,8136199,0,AMG84-52,,0,-9999,-9999,0,0,0,0,-9999,0,-16.85,128.23
PM630504,KIMBERLEY,STMSD,418045,8136475,0,AMG84-52,,0,-9999,-9999,0,0,0,0,-9999,0,-16.85,128.23
PM630505,KIMBERLEY,STMSD,419075,8136280,0,AMG84-52,,0,-9999,-9999,0,0,0,0,-9999,0,-16.85,128.24
PM630506,KIMBERLEY,STMSD,419228,8136088,0,AMG84-52,,0,-9999,-9999,0,0,0,0,-9999,0,-16.85,128.24
PM630507,KIMBERLEY,STMSD,419301,8135855,0,AMG84-52,,0,-9999,-9999,0,0,0,0,-9999,0,-16.85,128.24
PM630508,KIMBERLEY,STMSD,419643,8135986,0,AMG84-52,,0,-9999,7,10,1,7,15,-9999,25,-16.85,128.24
PM630509,KIMBERLEY,STMSD,418890,8135722,0,AMG84-52,,0,-9999,7,10,1,10,25,-9999,25,-16.85,128.23
PM630510,KIMBERLEY,STMSD,418784,8135515,0,AMG84-52,,0,-9999,7,7,1,5,10,-9999,30,-16.86,128.23
PM630511,KIMBERLEY,STMSD,418019,8135360,0,AMG84-52,,0,-9999,3,10,1,7,15,-9999,25,-16.86,128.23
PM630512,KIMBERLEY,STMSD,418050,8135581,0,AMG84-52,,0,-9999,7,7,1,7,25,-9999,20,-16.86,128.23
PM630513,KIMBERLEY,STMSD,420124,8135850,0,AMG84-52,,0,-9999,7,10,1,10,10,-9999,20,-16.85,128.25
PM630514,KIMBERLEY,STMSD,419728,8135668,0,AMG84-52,,0,-9999,3,7,1,10,10,-9999,25,-16.85,128.24
PM630515,KIMBERLEY,STMSD,420487,8135872,0,AMG84-52,,0,-9999,7,7,1,7,15,-9999,20,-16.85,128.25
PM630516,KIMBERLEY,STMSD,420335,8136044,0,AMG84-52,,0,-9999,3,7,1,15,15,-9999,20,-16.85,128.25
PM630517,KIMBERLEY,STMSD,420480,8136292,0,AMG84-52,,0,-9999,7,7,1,7,10,-9999,25,-16.85,128.25
PM630518,KIMBERLEY,STMSD,420287,8136508,0,AMG84-52,,0,-9999,7,7,1,7,5,-9999,20,-16.85,128.25
PM630519,KIMBERLEY,STMSD,420515,8136567,0,AMG84-52,,0,-9999,10,10,1,10,15,-9999,30,-16.85,128.25
PM630520,KIMBERLEY,STMSD,420407,8136765,0,AMG84-52,,0,-9999,10,10,1,7,10,-9999,35,-16.84,128.25
PM630521,KIMBERLEY,STMSD,420615,8136849,0,AMG84-52,,0,-9999,10,10,1,7,15,-9999,35,-16.84,128.25
PM630522,KIMBERLEY,STMSD,419904,8136781,0,AMG84-52,,0,-9999,7,15,3,20,10,-9999,30,-16.84,128.24
PM630523,KIMBERLEY,STMSD,419739,8136498,0,AMG84-52,,0,-9999,10,10,1,15,10,-9999,15,-16.85,128.24
PM630524,KIMBERLEY,STMSD,416946,8137573,0,AMG84-52,,0,-9999,10,10,1,15,15,-9999,30,-16.84,128.22
PM630525,KIMBERLEY,STMSD,417167,8137777,0,AMG84-52,,0,-9999,7,10,1,10,10,-9999,25,-16.84,128.22
PM630526,KIMBERLEY,STMSD,417031,8137250,0,AMG84-52,,0,-9999,7,30,5,10,15,-9999,25,-16.84,128.22
PM630527,KIMBERLEY,STMSD,417199,8137353,0,AMG84-52,,0,-9999,7,7,1,10,5,-9999,15,-16.84,128.22
PM630528,KIMBERLEY,STMSD,417483,8137039,0,AMG84-52,,0,-9999,7,10,2,10,15,-9999,10,-16.84,128.22
PM630529,KIMBERLEY,STMSD,417916,8137082,0,AMG84-52,,0,-9999,7,7,1,7,5,-9999,15,-16.84,128.23
PM630530,KIMBERLEY,STMSD,416885,8136753,0,AMG84-52,,0,-9999,10,7,1,7,10,-9999,15,-16.84,128.22
PM630531,KIMBERLEY,STMSD,416931,8136649,0,AMG84-52,,0,-9999,7,7,1,7,10,-9999,20,-16.85,128.22
PM630532,KIMBERLEY,STMSD,417065,8136396,0,AMG84-52,,0,-9999,10,10,1,15,10,-9999,30,-16.85,128.22
PM630533,KIMBERLEY,STMSD,416928,8136269,0,AMG84-52,,0,-9999,7,7,1,7,10,-9999,25,-16.85,128.22
PM630534,KIMBERLEY,STMSD,417332,8136212,0,AMG84-52,,0,-9999,7,7,1,10,10,-9999,25,-16.85,128.22
PM630535,KIMBERLEY,STMSD,417321,8136007,0,AMG84-52,,0,-9999,3,7,1,10,10,-9999,30,-16.85,128.22
PM630536,KIMBERLEY,STMSD,417116,8135768,0,AMG84-52,,0,-9999,7,10,1,10,15,-9999,30,-16.85,128.22
PM630537,KIMBERLEY,STMSD,416698,8136594,0,AMG84-52,,0,-9999,10,10,1,7,15,-9999,40,-16.85,128.21
PM630538,KIMBERLEY,STMSD,416513,8136351,0,AMG84-52,,0,-9999,10,5,1,10,10,-9999,25,-16.85,128.21
PM630539,KIMBERLEY,STMSD,416529,8135986,0,AMG84-52,,0,-9999,7,7,1,7,15,-9999,25,-16.85,128.21
PM630540,KIMBERLEY,STMSD,416469,8135695,0,AMG84-52,,0,-9999,-5,7,1,10,15,-9999,35,-16.85,128.21
PM630541,KIMBERLEY,STMSD,416732,8135486,0,AMG84-52,,0,-9999,-5,5,1,5,10,-9999,20,-16.86,128.21
PM630542,KIMBERLEY,STMSD,417038,8135342,0,AMG84-52,,0,-9999,7,7,1,10,10,-9999,25,-16.86,128.22
PM630543,KIMBERLEY,STMSD,416862,8135158,0,AMG84-52,,0,-9999,10,5,1,7,10,-9999,35,-16.86,128.22
PM630544,KIMBERLEY,STMSD,416893,8134769,0,AMG84-52,,0,-9999,10,3,1,5,10,-9999,20,-16.86,128.22
PM630545,KIMBERLEY,STMSD,416683,8134805,0,AMG84-52,,0,-9999,7,5,1,5,15,-9999,20,-16.86,128.21
PM630546,KIMBERLEY,STMSD,416453,8134591,0,AMG84-52,,0,-9999,3,3,1,5,25,-9999,20,-16.86,128.21
PM630547,KIMBERLEY,STMSD,416591,8134359,0,AMG84-52,,0,-9999,7,5,1,7,25,-9999,25,-16.87,128.21
PM630548,KIMBERLEY,STMSD,416224,8134247,0,AMG84-52,,0,-9999,7,7,1,10,25,-9999,20,-16.87,128.21
PM630549,KIMBERLEY,STMSD,415163,8134831,0,AMG84-52,,0,-9999,3,3,1,7,15,-9999,15,-16.86,128.2
PM630550,KIMBERLEY,STMSD,415348,8134805,0,AMG84-52,,0,-9999,7,7,1,15,35,-9999,25,-16.86,128.2
PM630551,KIMBERLEY,STMSD,415307,8135198,0,AMG84-52,,0,-9999,7,3,1,7,10,-9999,20,-16.86,128.2
PM630552,KIMBERLEY,STMSD,415500,8135562,0,AMG84-52,,0,-9999,7,5,1,7,10,-9999,20,-16.86,128.2
PM630553,KIMBERLEY,STMSD,415960,8135761,0,AMG84-52,,0,-9999,7,10,1,15,15,-9999,50,-16.85,128.21
PM630554,KIMBERLEY,STMSD,415961,8136015,0,AMG84-52,,0,-9999,3,5,1,10,25,-9999,20,-16.85,128.21
PM630555,KIMBERLEY,STMSD,416035,8136357,0,AMG84-52,,0,-9999,10,10,2,15,15,-9999,35,-16.85,128.21
PM630556,KIMBERLEY,STMSD,416170,8136279,0,AMG84-52,,0,-9999,7,35,5,10,15,-9999,20,-16.85,128.21
PM630557,KIMBERLEY,STMSD,416332,8136422,0,AMG84-52,,0,-9999,3,5,1,7,25,-9999,25,-16.85,128.21
PM630558,KIMBERLEY,STMSD,413414,8135757,0,AMG84-52,,0,-9999,10,10,1,15,30,-9999,45,-16.85,128.18
PM630559,KIMBERLEY,STMSD,413686,8135302,0,AMG84-52,,0,-9999,7,15,1,20,25,-9999,40,-16.86,128.19
PM630560,KIMBERLEY,STMSD,414262,8135113,0,AMG84-52,,0,-9999,7,10,1,15,15,-9999,35,-16.86,128.19
PM630561,KIMBERLEY,STMSD,414050,8136139,0,AMG84-52,,0,-9999,10,15,2,15,45,-9999,55,-16.85,128.19
PM630562,KIMBERLEY,STMSD,414329,8136469,0,AMG84-52,,0,-9999,10,15,2,20,30,-9999,65,-16.85,128.19
PM630563,KIMBERLEY,STMSD,414533,8136767,0,AMG84-52,,0,-9999,7,15,1,15,35,-9999,45,-16.84,128.19
PM630564,KIMBERLEY,STMSD,415117,8136414,0,AMG84-52,,0,-9999,7,15,1,15,15,-9999,45,-16.85,128.2
PM630565,KIMBERLEY,STMSD,415141,8137079,0,AMG84-52,,0,-9999,7,10,1,20,15,-9999,35,-16.84,128.2
PM630566,KIMBERLEY,STMSD,416526,8137076,0,AMG84-52,,0,-9999,7,10,1,15,10,-9999,35,-16.84,128.21
PM630567,KIMBERLEY,STMSD,416294,8137206,0,AMG84-52,,0,-9999,7,10,1,10,10,-9999,30,-16.84,128.21
PM630568,KIMBERLEY,STMSD,423673,8122014,0,AMG84-52,,0,-9999,10,10,1,15,10,-9999,20,-16.98,128.28
PM630569,KIMBERLEY,STMSD,423501,8121880,0,AMG84-52,,0,-9999,7,30,2,25,10,-9999,25,-16.98,128.28
PM630570,KIMBERLEY,STMSD,422843,8121303,0,AMG84-52,,0,-9999,7,15,3,15,10,-9999,20,-16.98,128.27
PM630571,KIMBERLEY,STMSD,423053,8121587,0,AMG84-52,,0,-9999,10,20,1,30,10,-9999,25,-16.98,128.27
PM630572,KIMBERLEY,STMSD,422218,8121726,0,AMG84-52,,0,-9999,3,10,1,7,15,-9999,10,-16.98,128.27
PM630573,KIMBERLEY,STMSD,422072,8121528,0,AMG84-52,,0,-9999,10,10,1,15,15,-9999,20,-16.98,128.26
PM630574,KIMBERLEY,STMSD,422459,8121915,0,AMG84-52,,0,-9999,10,15,1,20,10,-9999,20,-16.98,128.27
PM630575,KIMBERLEY,STMSD,421967,8121271,0,AMG84-52,,0,-9999,7,10,1,15,5,-9999,20,-16.98,128.26
PM630576,KIMBERLEY,STMSD,421766,8121038,0,AMG84-52,,0,-9999,10,15,2,15,15,-9999,20,-16.99,128.26
PM630577,KIMBERLEY,STMSD,421449,8120932,0,AMG84-52,,0,-9999,7,10,1,15,10,-9999,25,-16.99,128.26
PM630578,KIMBERLEY,STMSD,421327,8120515,0,AMG84-52,,0,-9999,10,10,1,15,10,-9999,25,-16.99,128.26
PM630579,KIMBERLEY,STMSD,422953,8134061,0,AMG84-52,,0,-9999,3,7,1,-1,-10,-9999,20,-16.87,128.27
PM630580,KIMBERLEY,STMSD,422721,8133977,0,AMG84-52,,0,-9999,7,2,1,5,-10,-9999,20,-16.87,128.27
PM630581,KIMBERLEY,STMSD,422658,8134165,0,AMG84-52,,0,-9999,7,7,1,10,-10,-9999,30,-16.87,128.27
PM630582,KIMBERLEY,STMSD,422426,8134051,0,AMG84-52,,0,-9999,7,10,1,5,-10,-9999,20,-16.87,128.27
PM630583,KIMBERLEY,STMSD,422568,8133869,0,AMG84-52,,0,-9999,3,7,1,5,-10,-9999,25,-16.87,128.27
PM630584,KIMBERLEY,STMSD,422635,8133715,0,AMG84-52,,0,-9999,3,15,1,7,-10,-9999,20,-16.87,128.27
PM630585,KIMBERLEY,STMSD,422257,8133708,0,AMG84-52,,0,-9999,7,10,1,10,-10,-9999,30,-16.87,128.27
PM630586,KIMBERLEY,STMSD,422590,8133480,0,AMG84-52,,0,-9999,3,7,1,5,-10,-9999,25,-16.87,128.27
PM630587,KIMBERLEY,STMSD,422199,8133312,0,AMG84-52,,0,-9999,3,10,1,7,-10,-9999,25,-16.88,128.27
PM630588,KIMBERLEY,STMSD,421907,8133461,0,AMG84-52,,0,-9999,3,7,1,10,-10,-9999,25,-16.87,128.26
PM630589,KIMBERLEY,STMSD,421753,8133139,0,AMG84-52,,0,-9999,-5,7,1,-1,-10,-9999,20,-16.88,128.26
PM630590,KIMBERLEY,STMSD,422062,8133125,0,AMG84-52,,0,-9999,-5,7,1,10,-10,-9999,30,-16.88,128.26
PM630591,KIMBERLEY,STMSD,421401,8133362,0,AMG84-52,,0,-9999,-5,10,1,-1,-10,-9999,30,-16.88,128.26
PM630592,KIMBERLEY,STMSD,421319,8133185,0,AMG84-52,,0,-9999,-5,5,1,5,-10,-9999,25,-16.88,128.26
PM630593,KIMBERLEY,STMSD,421157,8133042,0,AMG84-52,,0,-9999,-5,15,1,7,-10,-9999,35,-16.88,128.26
PM630594,KIMBERLEY,STMSD,421025,8133470,0,AMG84-52,,0,-9999,3,10,3,7,-10,-9999,30,-16.87,128.25
PM630595,KIMBERLEY,STMSD,420758,8133649,0,AMG84-52,,0,-9999,-5,7,1,-1,-10,-9999,20,-16.87,128.25
PM630596,KIMBERLEY,STMSD,420692,8136116,0,AMG84-52,,0,-9999,-5,7,1,5,5,-9999,25,-16.85,128.25
PM630597,KIMBERLEY,STMSD,421051,8133995,0,AMG84-52,,0,-9999,-5,5,1,5,5,-9999,25,-16.87,128.26
PM630598,KIMBERLEY,STMSD,420780,8134109,0,AMG84-52,,0,-9999,3,7,1,7,-10,-9999,30,-16.87,128.25
PM630599,KIMBERLEY,STMSD,420417,8134372,0,AMG84-52,,0,-9999,5,10,1,10,5,-9999,25,-16.87,128.25
PM630600,KIMBERLEY,STMSD,420217,8134114,0,AMG84-52,,0,-9999,-5,10,2,15,5,-9999,25,-16.87,128.25
PM630601,KIMBERLEY,STMSD,420070,8134311,0,AMG84-52,,0,-9999,3,15,2,7,10,-9999,25,-16.87,128.25
PM630602,KIMBERLEY,STMSD,419986,8134824,0,AMG84-52,,0,-9999,3,7,1,5,5,-9999,25,-16.86,128.25
PM630603,KIMBERLEY,STMSD,419803,8135035,0,AMG84-52,,0,-9999,-5,7,1,5,-10,-9999,30,-16.86,128.24
PM630604,KIMBERLEY,STMSD,419571,8134946,0,AMG84-52,,0,-9999,-5,3,1,-1,-10,-9999,20,-16.86,128.24
PM630605,KIMBERLEY,STMSD,419532,8134590,0,AMG84-52,,0,-9999,-5,7,1,-1,30,-9999,20,-16.86,128.24
PM630606,KIMBERLEY,STMSD,419153,8134573,0,AMG84-52,,0,-9999,-5,7,1,-1,-10,-9999,30,-16.86,128.24
PM630607,KIMBERLEY,STMSD,419116,8134402,0,AMG84-52,,0,-9999,-5,10,1,-1,-10,-9999,20,-16.87,128.24
PM630608,KIMBERLEY,STMSD,419354,8134811,0,AMG84-52,,0,-9999,3,7,1,15,-10,-9999,35,-16.86,128.24
PM630609,KIMBERLEY,STMSD,418854,8134617,0,AMG84-52,,0,-9999,-5,10,1,10,-10,-9999,30,-16.86,128.23
PM630610,KIMBERLEY,STMSD,418157,8134299,0,AMG84-52,,0,-9999,3,10,1,15,-10,-9999,30,-16.87,128.23
PM630611,KIMBERLEY,STMSD,417743,8134301,0,AMG84-52,,0,-9999,-5,10,1,10,-10,-9999,30,-16.87,128.22
PM630612,KIMBERLEY,STMSD,416964,8134121,0,AMG84-52,,0,-9999,3,15,1,10,5,-9999,35,-16.87,128.22
PM630613,KIMBERLEY,STMSD,418933,8134049,0,AMG84-52,,0,-9999,10,15,1,25,-10,-9999,45,-16.87,128.24
PM630614,KIMBERLEY,STMSD,418963,8133760,0,AMG84-52,,0,-9999,7,10,1,15,-10,-9999,30,-16.87,128.24
PM630615,KIMBERLEY,STMSD,418974,8133370,0,AMG84-52,,0,-9999,10,15,1,15,10,-9999,40,-16.88,128.24
PM630616,KIMBERLEY,STMSD,418720,8133360,0,AMG84-52,,0,-9999,7,5,1,10,-10,-9999,20,-16.88,128.23
PM630617,KIMBERLEY,STMSD,418417,8133045,0,AMG84-52,,0,-9999,7,10,1,30,-10,-9999,35,-16.88,128.23
PM630618,KIMBERLEY,STMSD,418186,8133105,0,AMG84-52,,0,-9999,10,10,1,10,-10,-9999,20,-16.88,128.23
PM630619,KIMBERLEY,STMSD,417847,8133419,0,AMG84-52,,0,-9999,15,7,1,7,-10,-9999,20,-16.87,128.22
PM630620,KIMBERLEY,STMSD,417983,8133636,0,AMG84-52,,0,-9999,10,5,1,10,5,-9999,25,-16.87,128.23
PM630621,KIMBERLEY,STMSD,418096,8133448,0,AMG84-52,,0,-9999,7,5,1,7,-10,-9999,25,-16.87,128.23
PM630622,KIMBERLEY,STMSD,418053,8132748,0,AMG84-52,,0,-9999,15,7,1,25,5,-9999,30,-16.88,128.23
PM630623,KIMBERLEY,STMSD,417884,8133025,0,AMG84-52,,0,-9999,15,5,1,15,5,-9999,25,-16.88,128.23
PM630624,KIMBERLEY,STMSD,417606,8132944,0,AMG84-52,,0,-9999,10,5,1,10,10,-9999,25,-16.88,128.22
PM630625,KIMBERLEY,STMSD,420262,8135004,0,AMG84-52,,0,-9999,7,5,1,7,-10,-9999,25,-16.86,128.25
PM630626,KIMBERLEY,STMSD,420711,8135002,0,AMG84-52,,0,-9999,3,3,1,7,-10,-9999,20,-16.86,128.25
PM630627,KIMBERLEY,STMSD,420945,8135017,0,AMG84-52,,0,-9999,3,5,1,5,-10,-9999,20,-16.86,128.25
PM630628,KIMBERLEY,STMSD,420836,8135240,0,AMG84-52,,0,-9999,7,10,1,-1,-10,-9999,55,-16.86,128.25
PM630629,KIMBERLEY,STMSD,420565,8135369,0,AMG84-52,,0,-9999,3,10,1,10,-10,-9999,45,-16.86,128.25
PM630630,KIMBERLEY,STMSD,420729,8135397,0,AMG84-52,,0,-9999,3,7,1,7,-10,-9999,30,-16.86,128.25
PM630631,KIMBERLEY,STMSD,420949,8135636,0,AMG84-52,,0,-9999,-5,3,1,-1,-10,-9999,25,-16.85,128.25
PM630632,KIMBERLEY,STMSD,421173,8135056,0,AMG84-52,,0,-9999,10,7,1,-1,-10,-9999,30,-16.86,128.26
PM630633,KIMBERLEY,STMSD,420794,8134764,0,AMG84-52,,0,-9999,5,5,1,-1,-10,-9999,25,-16.86,128.25
PM630634,KIMBERLEY,STMSD,421041,8134344,0,AMG84-52,,0,-9999,-5,5,1,-1,-10,-9999,25,-16.87,128.25
PM630635,KIMBERLEY,STMSD,421361,8134235,0,AMG84-52,,0,-9999,7,7,1,20,10,-9999,30,-16.87,128.26
PM630636,KIMBERLEY,STMSD,421826,8134459,0,AMG84-52,,0,-9999,3,7,1,10,15,-9999,25,-16.87,128.26
PM630637,KIMBERLEY,STMSD,421471,8133928,0,AMG84-52,,0,-9999,7,5,1,7,5,-9999,25,-16.87,128.26
PM630638,KIMBERLEY,STMSD,423313,8133743,0,AMG84-52,,0,-9999,3,7,1,-1,40,-9999,30,-16.87,128.28
PM630639,KIMBERLEY,STMSD,423142,8133510,0,AMG84-52,,0,-9999,-5,5,1,-1,10,-9999,20,-16.87,128.27
PM630640,KIMBERLEY,STMSD,423090,8133024,0,AMG84-52,,0,-9999,-5,5,1,-1,35,-9999,30,-16.88,128.27
PM630641,KIMBERLEY,STMSD,423650,8132955,0,AMG84-52,,0,-9999,-5,7,1,-1,10,-9999,30,-16.88,128.28
PM630642,KIMBERLEY,STMSD,423574,8133324,0,AMG84-52,,0,-9999,7,10,1,-1,30,-9999,40,-16.88,128.28
PM630643,KIMBERLEY,STMSD,423414,8133625,0,AMG84-52,,0,-9999,7,10,1,-1,10,-9999,25,-16.87,128.28
PM630644,KIMBERLEY,STMSD,417890,8130596,0,AMG84-52,,0,-9999,-5,5,1,-1,-10,-9999,20,-16.9,128.23
PM630645,KIMBERLEY,STMSD,418169,8130267,0,AMG84-52,,0,-9999,-5,7,1,-1,10,-9999,25,-16.9,128.23
PM630646,KIMBERLEY,STMSD,418136,8131061,0,AMG84-52,,0,-9999,25,10,1,30,15,-9999,30,-16.9,128.23
PM630647,KIMBERLEY,STMSD,418298,8130924,0,AMG84-52,,0,-9999,10,10,1,25,25,-9999,30,-16.9,128.23
PM630648,KIMBERLEY,STMSD,418855,8130960,0,AMG84-52,,0,-9999,10,45,2,15,5,-9999,20,-16.9,128.23
PM630649,KIMBERLEY,STMSD,418751,8130603,0,AMG84-52,,0,-9999,10,20,1,25,5,-9999,35,-16.9,128.23
PM630650,KIMBERLEY,STMSD,419133,8130730,0,AMG84-52,,0,-9999,25,70,3,25,-10,-9999,25,-16.9,128.24
PM630651,KIMBERLEY,STMSD,418978,8130143,0,AMG84-52,,0,-9999,15,10,1,20,-10,-9999,35,-16.9,128.24
PM630652,KIMBERLEY,STMSD,419198,8130402,0,AMG84-52,,0,-9999,25,15,1,15,5,-9999,35,-16.9,128.24
PM630653,KIMBERLEY,STMSD,419711,8130736,0,AMG84-52,,0,-9999,10,10,1,20,25,-9999,45,-16.9,128.24
PM630654,KIMBERLEY,STMSD,419633,8130350,0,AMG84-52,,0,-9999,10,70,3,15,10,-9999,30,-16.9,128.24
PM630655,KIMBERLEY,STMSD,419582,8130069,0,AMG84-52,,0,-9999,15,7,1,10,5,-9999,15,-16.91,128.24
PM630656,KIMBERLEY,STMSD,419295,8129694,0,AMG84-52,,0,-9999,10,7,1,15,38,-9999,35,-16.91,128.24
PM630657,KIMBERLEY,STMSD,420018,8130832,0,AMG84-52,,0,-9999,10,10,1,15,10,-9999,25,-16.9,128.25
PM630658,KIMBERLEY,STMSD,420010,8131002,0,AMG84-52,,0,-9999,20,10,1,15,-10,-9999,30,-16.9,128.25
PM630659,KIMBERLEY,STMSD,420279,8131017,0,AMG84-52,,0,-9999,15,10,1,15,-10,-9999,20,-16.9,128.25
PM630660,KIMBERLEY,STMSD,420581,8131417,0,AMG84-52,,0,-9999,7,10,1,15,-10,-9999,30,-16.89,128.25
PM630661,KIMBERLEY,STMSD,420558,8131637,0,AMG84-52,,0,-9999,7,20,1,25,-10,-9999,45,-16.89,128.25
PM630662,KIMBERLEY,STMSD,420873,8131553,0,AMG84-52,,0,-9999,7,10,1,15,-10,-9999,20,-16.89,128.25
PM630663,KIMBERLEY,STMSD,420998,8131231,0,AMG84-52,,0,-9999,7,20,1,15,-10,-9999,30,-16.89,128.25
PM630664,KIMBERLEY,STMSD,420958,8130925,0,AMG84-52,,0,-9999,3,25,1,20,30,-9999,40,-16.9,128.25
PM630665,KIMBERLEY,STMSD,420667,8130755,0,AMG84-52,,0,-9999,7,20,1,25,5,-9999,30,-16.9,128.25
PM630666,KIMBERLEY,STMSD,420949,8130595,0,AMG84-52,,0,-9999,10,25,1,10,25,-9999,40,-16.9,128.25
PM630667,KIMBERLEY,STMSD,420799,8130317,0,AMG84-52,,0,-9999,15,15,1,10,5,-9999,30,-16.9,128.25
PM630668,KIMBERLEY,STMSD,421158,8131518,0,AMG84-52,,0,-9999,7,10,1,15,-10,-9999,20,-16.89,128.26
PM630669,KIMBERLEY,STMSD,421330,8131337,0,AMG84-52,,0,-9999,3,25,1,30,15,-9999,30,-16.89,128.26
PM630670,KIMBERLEY,STMSD,421395,8131888,0,AMG84-52,,0,-9999,10,10,1,15,-10,-9999,20,-16.89,128.26
PM630671,KIMBERLEY,STMSD,421332,8132696,0,AMG84-52,,0,-9999,7,10,1,20,-10,-9999,20,-16.88,128.26
PM630672,KIMBERLEY,STMSD,421342,8132391,0,AMG84-52,,0,-9999,10,10,1,15,40,-9999,35,-16.88,128.26
PM630673,KIMBERLEY,STMSD,421927,8132283,0,AMG84-52,,0,-9999,20,10,1,20,5,-9999,30,-16.89,128.26
PM630674,KIMBERLEY,STMSD,421968,8131934,0,AMG84-52,,0,-9999,15,15,1,20,-10,-9999,25,-16.89,128.26
PM630675,KIMBERLEY,STMSD,422311,8131371,0,AMG84-52,,0,-9999,20,10,1,15,5,-9999,40,-16.89,128.27
PM630676,KIMBERLEY,STMSD,414726,8121667,0,AMG84-52,,0,-9999,10,5,1,10,25,-9999,20,-16.98,128.2
PM630677,KIMBERLEY,STMSD,415165,8121316,0,AMG84-52,,0,-9999,10,3,1,7,-10,-9999,10,-16.98,128.2
PM630678,KIMBERLEY,STMSD,415640,8121215,0,AMG84-52,,0,-9999,10,7,1,10,10,-9999,15,-16.98,128.2
PM630679,KIMBERLEY,STMSD,415934,8121206,0,AMG84-52,,0,-9999,3,3,1,10,5,-9999,6,-16.99,128.21
PM630680,KIMBERLEY,STMSD,415966,8121376,0,AMG84-52,,0,-9999,7,5,1,10,10,-9999,15,-16.98,128.21
PM630681,KIMBERLEY,STMSD,415831,8121723,0,AMG84-52,,0,-9999,7,10,1,5,-10,-9999,5,-16.98,128.21
PM630682,KIMBERLEY,STMSD,415777,8121997,0,AMG84-52,,0,-9999,7,3,1,10,5,-9999,10,-16.98,128.21
PM630683,KIMBERLEY,STMSD,416068,8122422,0,AMG84-52,,0,-9999,10,10,1,10,-10,-9999,5,-16.97,128.21
PM630684,KIMBERLEY,STMSD,415688,8122240,0,AMG84-52,,0,-9999,10,7,1,15,25,-9999,7,-16.98,128.2
PM630685,KIMBERLEY,STMSD,415371,8122124,0,AMG84-52,,0,-9999,7,7,1,15,-10,-9999,3,-16.98,128.2
PM630686,KIMBERLEY,STMSD,415427,8122370,0,AMG84-52,,0,-9999,7,7,1,15,50,-9999,10,-16.97,128.2
PM630687,KIMBERLEY,STMSD,415202,8122406,0,AMG84-52,,0,-9999,3,7,1,15,15,-9999,10,-16.97,128.2
PM630688,KIMBERLEY,STMSD,415858,8123068,0,AMG84-52,,0,-9999,20,20,1,10,10,-9999,25,-16.97,128.21
PM630689,KIMBERLEY,STMSD,415493,8122846,0,AMG84-52,,0,-9999,10,15,1,15,105,-9999,20,-16.97,128.2
PM630690,KIMBERLEY,STMSD,415135,8123139,0,AMG84-52,,0,-9999,20,10,1,15,35,-9999,20,-16.97,128.2
PM630691,KIMBERLEY,STMSD,414965,8122876,0,AMG84-52,,0,-9999,25,15,1,20,15,-9999,20,-16.97,128.2
PM630692,KIMBERLEY,STMSD,414647,8123074,0,AMG84-52,,0,-9999,15,10,1,15,25,-9999,10,-16.97,128.19
PM630693,KIMBERLEY,STMSD,414462,8123171,0,AMG84-52,,0,-9999,20,10,1,15,35,-9999,20,-16.97,128.19
PM630694,KIMBERLEY,STMSD,414582,8123398,0,AMG84-52,,0,-9999,15,15,1,10,60,-9999,20,-16.97,128.19
PM630695,KIMBERLEY,STMSD,414199,8123376,0,AMG84-52,,0,-9999,20,15,1,10,30,-9999,15,-16.97,128.19
PM630696,KIMBERLEY,STMSD,413950,8123371,0,AMG84-52,,0,-9999,20,10,1,10,5,-9999,10,-16.97,128.19
PM630697,KIMBERLEY,STMSD,413479,8123222,0,AMG84-52,,0,-9999,10,7,1,15,25,-9999,10,-16.97,128.18
PM630698,KIMBERLEY,STMSD,414095,8123638,0,AMG84-52,,0,-9999,15,10,1,15,5,-9999,7,-16.96,128.19
PM630699,KIMBERLEY,STMSD,414407,8123764,0,AMG84-52,,0,-9999,10,7,1,5,-10,-9999,4,-16.96,128.19
PM630700,KIMBERLEY,STMSD,414374,8123949,0,AMG84-52,,0,-9999,3,7,1,5,100,-9999,6,-16.96,128.19
PM630701,KIMBERLEY,STMSD,414291,8124157,0,AMG84-52,,0,-9999,10,10,1,7,5,-9999,4,-16.96,128.19
